NOME,TIPO,APLICACAO,categoria,codigo_fabricante,descricao,link,imagem,Destaque
"4X CAPITAL™ qPCR Probe Master Mix LROX, 1000rxn",Reagentes laboratoriais,qPCR,BiotechRabbit,BR0501502,"Nome do produto: 4X CAPITAL™ qPCR Probe Master Mix LROX, 1000 rxn

Código fabricante: BR0501502

Master Mix 4× otimizado para qPCR com sondas (probe-based) com referência de fluorescência ROX em baixa concentração (LROX), projetado para quantificação de sequências genômicas, cDNA e virais com alta sensibilidade. Fornece desempenho elevado em ensaios singleplex e multiplex, com alta especificidade e detecção sensível de alvos de baixa abundância, sendo adequado para aplicações como detecção de patógenos e estudos quantitativos. Compatível com uma ampla variedade de plataformas qPCR e sondas como TaqMan®, PrimeTime®, Molecular Beacons® e Scorpion®.",https://www.himedialabs.com/us/ml021-2x-laemmli-buffer.html,\Imagens\produtos\Rabbit.jpg,F
"4X CAPITAL™ 1-Step qRT-PCR Probe Master Mix LROX, 1000rxn",Reagentes laboratoriais,qPCR,BiotechRabbit,BR0502102,"Nome do produto: 4X CAPITAL™ 1-Step qRT-PCR Probe Master Mix LROX, 1000 rxn

Código fabricante: BR0502102

Master Mix 4× para qRT-PCR one-step com sondas, contendo referência ROX em baixa concentração (LROX), que integra reverse transcriptase e PCR em um único tubo, permitindo a quantificação direta de RNA (mRNA, RNA total e RNA viral). Apresenta alta sensibilidade e especificidade em ensaios singleplex e multiplex, sendo indicada para amostras com cópias extremamente baixas, como em análises de patógenos. A combinação de enzimas e tampão proprietários assegura síntese eficiente de cDNA e amplificação qPCR no mesmo ensaio, com compatibilidade com plataformas qPCR e sondas como TaqMan®, PrimeTime®, Molecular Beacons® e Scorpion®.",https://www.himedialabs.com/us/bovine-serum-albumin.html,\Imagens\produtos\Rabbit.jpg,F
"4X CAPITAL™ qPCR Green Master Mix LROX, 1000rxn",Reagentes laboratoriais,qPCR,BiotechRabbit,BR0501802,"Nome do produto: 4X CAPITAL™ qPCR Green Master Mix LROX, 1000 rxn

Código fabricante: BR0501802

Master Mix 4× para qPCR com química de corante intercalante (Green) contendo dye de referência ROX em baixa concentração (LROX), projetado para amplificação sensível e específica com excelente razão sinal-ruído e rápida taxa de extensão. Permite detecção eficiente de alvos de baixa abundância e minimiza a formação de dímeros de primers. Oferece desempenho robusto em análises de expressão gênica, variação do número de cópias (CNV) e outras aplicações quantificativas de DNA. Três versões estão disponíveis (sem ROX, LROX e HROX) para compatibilidade com plataformas qPCR que têm requisitos diferentes de referência de fluorescência.",https://www.himedialabs.com/us/ml202-5x-bradford-reagent.html,\Imagens\produtos\invitek.jpg,F
"Hot-Start Taq DNA Polymerase, 5 U/µl, 500 Units",Reagentes laboratoriais,PCR,BiotechRabbit,BR0200102,"Nome do produto: Hot-Start Taq DNA Polymerase, 5 U/µl, 500 Units

Código fabricante: BR0200102

Polimerase Taq Hot-Start baseada em anticorpo para PCR, que permanece inativa durante a preparação da reação e é ativada apenas quando aquecida, garantindo alta especificidade, sensibilidade e baixos níveis de amplificação inespecífica. Adequada para PCR padrão de até ~3 kb, incluindo amplificação de alvos de baixa cópia, RT-PCR e clonagem TA. A formulação inclui tampão otimizado e MgCl₂ para resultados consistentes e rendimento elevado.",https://www.biotechrabbit.com/capital-qpcr-probe-mix-4x.html,\Imagens\produtos\1001136100.jpg,T
"2X Hot-Start PCR Master Mix, 200 rxn",Reagentes laboratoriais,PCR,BiotechRabbit,BR0200205,"Nome do produto: 2X Hot-Start PCR Master Mix, 200 rxn

Código fabricante: BR0200205

Master Mix 2× pronto para PCR convencional com Hot-Start, contendo Hot Start Taq DNA Polymerase, dNTPs de alta qualidade e tampão otimizado, que elimina a necessidade de otimização de buffer e reduz o tempo de setup. Desenvolvido para amplificação de 0,2-3 kb com alta sensibilidade e baixo background, adequado para detecção de alvos de baixa cópia e clonagem TA. A enzima permanece inativa durante a preparação e é ativada em temperaturas elevadas, minimizando dímeros de primers e amplificações inespecíficas.",https://www.biotechrabbit.com/capital-qrt-pcr-probe-mix-4x.html,\Imagens\produtos\G1245-500G.jpg,T
"2X Multiplex Hot-Start PCR Master Mix, 50 rxn of 50 µl",Reagentes laboratoriais,PCR,BiotechRabbit,BR0200801,"Nome do produto: 2X Multiplex Hot-Start PCR Master Mix, 50 rxn of 50 µl

Código fabricante: BR0200801

Master Mix 2× formulado para PCR multiplex com Hot-Start, com Hot Start Taq DNA Polymerase, dNTPs de alta qualidade e tampão exclusivo para multiplex, projetado para amplificação simultânea robusta de vários alvos (50 bp–2 kb) em uma única reação. A tecnologia Hot-Start aumenta especificidade e sensibilidade, e os realçadores (enhancers) permitem amplificação de alvos de baixa abundância ou ricos em GC sem pré-otimização.",https://www.biotechrabbit.com/capital-qpcr-green-mix-4x.html,\Imagens\produtos\M1363-500G.jpg,T
"ExactiFi™ Hot-Start DNA Polymerase, 1 U/µl, 100 Units",Reagentes laboratoriais,"PCR, NGS",BiotechRabbit,BR0300501,"Nome do produto: ExactiFi™ Hot-Start DNA Polymerase, 1 U/µl, 100 Units

Código fabricante: BR0300501

Polimerase Hot-Start de alta fidelidade, altamente purificada e termoestável, com atividade de prova-leitura (proofreading), oferecendo ≈50× maior fidelidade que Taq DNA polymerase. Capaz de amplificar alvos de 5–10 kb, produzir produtos de PCR blunt-ended e resistir a inibidores, proporcionando desempenho robusto em aplicações que exigem precisão, como clonagem e PCR de alta fidelidade.",https://www.biotechrabbit.com/hot-start-taq-dna-polymerase-5-u-l.html,\Imagens\produtos\invitek.jpg,F
"MMuLV Reverse Transcriptase, 200 U/µl, 10000 Units",Reagentes laboratoriais,"PCR, qPCR, NGS",BiotechRabbit,BR0400201,"Nome do produto: MMuLV Reverse Transcriptase, 200 U/µl, 10 000 Units

Código fabricante: BR0400201

Transcriptase reversa baseada na MMuLV Reverse Transcriptase, fornecida a 200 U/µl, em apresentação total de 10 000 unidades, indicada para síntese de cDNA a partir de RNA total ou mRNA. Compatível com primers oligo(dT), random primers e primers específicos, sendo adequada para aplicações downstream como RT-PCR, qPCR e clonagem. A alta concentração permite flexibilidade no preparo das reações e padronização de diferentes protocolos de transcrição reversa.",https://www.biotechrabbit.com/hot-start-pcr-master-mix-2x.html,\Imagens\produtos\AL006A-500ML.jpg,F
"cDNA Synthesis Kit, 125 rxn of 20 µl",Reagentes laboratoriais,"PCR, qPCR, NGS",BiotechRabbit,BR0400403,"Nome do produto: cDNA Synthesis Kit, 125 rxn of 20 µl

Código fabricante: BR0400403

Kit completo para síntese de cDNA, formulado para 125 reações de 20 µl, contendo transcriptase reversa, tampão de reação, dNTPs e primers. Desenvolvido para conversão reprodutível de RNA total ou mRNA em cDNA, reduzindo variabilidade experimental e simplificando o fluxo de trabalho para aplicações posteriores como PCR convencional e qPCR.",https://www.biotechrabbit.com/multiplex-pcr-master-mix-2x.html,\Imagens\produtos\AL028A.jpg,F
"AllScript™ Reverse Transcriptase, 4 U/µl, 400 Units",Reagentes laboratoriais,"PCR, qPCR, NGS",BiotechRabbit,BR0400601,"Nome do produto: AllScript™ Reverse Transcriptase, 4 U/µl, 400 Units

Código fabricante: BR0400601

Transcriptase reversa AllScript™ fornecida a 4 U/µl (400 unidades), projetada para transcrição reversa altamente específica e sensível de RNA em cDNA. Indicada para aplicações como reverse transcription padrão, síntese de ds cDNA para clonagem, RT-PCR, qRT-PCR, RACE e análises de extensão de RNA. A enzima possui afinidade aumentada por RNA, permitindo alto rendimento de cDNA mesmo com alvos de baixa cópia e estruturas secundárias complexas.",https://www.biotechrabbit.com/exactifi-hot-start-dna-polymerase.html,\Imagens\produtos\TCL280-500ML.JPG,F
"4X CAPITAL™ qPCR Probe Master Mix, lyophilized, 200 rxn",Reagentes laboratoriais,qPCR,BiotechRabbit,BR0502601,"Nome do produto: 4X CAPITAL™ qPCR Probe Master Mix, lyophilized, 200 rxn

Código fabricante: BR0502601

Master Mix 4× liofilizado para qPCR com sondas, composto por enzimas e tampão proprietários estabilizados por liofilização para armazenamento e transporte à temperatura ambiente. Otimizado para quantificação em tempo real de sequências genômicas, cDNA e RNA viral, com alta sensibilidade e especificidade em ensaios singleplex e multiplex. Formato liofilizado permite conveniência logística, mantendo desempenho comparável à versão líquida. Compatível com sondas de detecção como TaqMan®, PrimeTime®, Molecular Beacons® e Scorpion®.",https://www.biotechrabbit.com/mmulv-reverse-transcriptase-200-u-l.html,\Imagens\produtos\MH033-500G.jpg,F
"5X CAPITAL™ 1-Step qRT-PCR Probe Master Mix, lyophilized, 200 rxn",Reagentes laboratoriais,qPCR,BiotechRabbit,BC0503202,"Nome do produto: 5X CAPITAL™ 1-Step qRT-PCR Probe Master Mix, lyophilized, 200 rxn

Código fabricante: BC0503202

Master Mix 5× liofilizado para qRT-PCR one-step com sondas, integrando síntese de cDNA e amplificação PCR em uma única reação. A forma liofilizada confere estabilidade para envio e armazenamento sem resfriamento. Desenvolvido para quantificação em tempo real de RNA (incluindo mRNA, RNA total e RNA viral) com alta sensibilidade e especificidade, em detecções singleplex e multiplex. A tecnologia do fabricante proporciona eficiência na síntese de cDNA e amplificação em um único tubo.",https://www.biotechrabbit.com/cdna-synthesis-kit.html,\Imagens\produtos\TCL280-500ML.JPG,F
"GenUP™ FFPE Paraffin Removal Solution, 50 mL",Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",BiotechRabbit,BR0701602,"Nome do produto: GenUP™ FFPE Paraffin Removal Solution, 50 mL

Código fabricante: BR0701602

Solução GenUP™ para remoção de parafina de cortes de amostras FFPE (Formalin-Fixed Paraffin-Embedded), fornecida em frasco de 50 mL. Formulação odor-free e bio-friendly, projetada para desparafinação em uma etapa e em minutos, substituindo métodos com solventes tóxicos ou inflamáveis. Após a remoção de parafina, a amostra está pronta para etapas posteriores de purificação de DNA ou RNA usando kits de isolamento comuns.",https://www.biotechrabbit.com/allscript-reverse-transcriptase-4-u-l.html,\Imagens\produtos\invitek.jpg,F
